"id","maintenanceNumber","truckId","excavatorId","supportEquipmentId","maintenanceType","scheduledDate","actualDate","completionDate","duration","cost","description","partsReplaced","mechanicName","status","downtimeHours","remarks","createdAt","updatedAt"
"cmifyj24t0bn22o7g0jdhe5d0","MNT-000157","cmifyiw6004oq2o7gsrvvsztw",,,"OVERHAUL","2025-09-14T12:04:40.731Z","2025-09-17T12:04:40.731Z","2025-09-17T23:04:40.731Z",11,43849477.15938983,"Maintenance INSPECTION 157","{""parts"":""Brake Pad"",""quantity"":2}","Rudi","COMPLETED",11,,"2025-11-26T12:04:40.974Z","2025-11-26T12:04:40.974Z"
"cmifyj24v0bn42o7gy49zrxlq","MNT-000158","cmifyiw6104os2o7grr15tyuu",,,"PREDICTIVE","2025-08-26T12:04:40.731Z","2025-08-29T12:04:40.731Z",,,,"Maintenance PREDICTIVE 158",,"Budi","CANCELLED",0,,"2025-11-26T12:04:40.975Z","2025-11-26T12:04:40.975Z"
"cmifyj24w0bn62o7g8sor35ke","MNT-000159","cmifyiw6304ou2o7g6i1089zb",,,"INSPECTION","2025-08-31T12:04:40.731Z","2025-09-03T12:04:40.731Z",,,,"Maintenance CORRECTIVE 159",,"Agus","IN_PROGRESS",0,,"2025-11-26T12:04:40.977Z","2025-11-26T12:04:40.977Z"
"cmifyj24y0bn82o7gi52lgrtc","MNT-000160","cmifyiw6404ow2o7g2v5z87du",,,"OVERHAUL","2025-09-27T12:04:40.731Z","2025-09-30T12:04:40.731Z",,,,"Maintenance PREVENTIVE 160",,"Rudi","IN_PROGRESS",0,,"2025-11-26T12:04:40.978Z","2025-11-26T12:04:40.978Z"
"cmifyj24z0bna2o7g3dso9wis","MNT-000161",,"cmifyiwuu05ht2o7g2hoyxvnj",,"INSPECTION","2025-11-12T12:04:40.731Z","2025-11-15T12:04:40.731Z",,,,"Maintenance PREDICTIVE 161",,"Budi","IN_PROGRESS",0,,"2025-11-26T12:04:40.979Z","2025-11-26T12:04:40.979Z"
"cmifyj2500bnc2o7gp8ra4mvr","MNT-000162","cmifyiw6704p02o7gca21p92u",,,"OVERHAUL",,"2025-09-03T12:04:40.731Z",,,,"Maintenance PREDICTIVE 162",,"Budi","SCHEDULED",0,,"2025-11-26T12:04:40.980Z","2025-11-26T12:04:40.980Z"
"cmifyj2510bne2o7g91o4qr3a","MNT-000163",,"cmifyiwuw05hv2o7gwuczb2y4",,"PREDICTIVE",,"2025-11-04T12:04:40.731Z","2025-11-04T23:04:40.731Z",11,45876932.99695048,"Maintenance INSPECTION 163","{""parts"":""Ban"",""quantity"":1}","Rudi","COMPLETED",11,,"2025-11-26T12:04:40.982Z","2025-11-26T12:04:40.982Z"
"cmifyj2530bng2o7gwz07gs84","MNT-000164","cmifyiw6a04p42o7g0bpxs4yn",,,"OVERHAUL",,"2025-10-27T12:04:40.731Z",,,,"Maintenance OVERHAUL 164",,"Agus","IN_PROGRESS",0,,"2025-11-26T12:04:40.983Z","2025-11-26T12:04:40.983Z"
"cmifyj2540bni2o7g2hnbfolm","MNT-000165","cmifyiw6c04p62o7g0w3hvi24",,,"OVERHAUL","2025-11-19T12:04:40.731Z","2025-11-22T12:04:40.731Z",,,,"Maintenance INSPECTION 165",,"Dedi","IN_PROGRESS",0,,"2025-11-26T12:04:40.984Z","2025-11-26T12:04:40.984Z"
"cmifyj2560bnk2o7gycrjd2wb","MNT-000166",,"cmifyiwv005hy2o7gqplkorid",,"CORRECTIVE",,"2025-09-08T12:04:40.731Z",,,,"Maintenance OVERHAUL 166",,"Agus","IN_PROGRESS",0,,"2025-11-26T12:04:40.986Z","2025-11-26T12:04:40.986Z"
"cmifyj2570bnm2o7gkhn8tqvs","MNT-000167",,"cmifyiwv205hz2o7gxcf909a0",,"CORRECTIVE","2025-09-04T12:04:40.731Z","2025-09-07T12:04:40.731Z",,,,"Maintenance OVERHAUL 167",,"Agus","IN_PROGRESS",0,,"2025-11-26T12:04:40.988Z","2025-11-26T12:04:40.988Z"
"cmifyj2590bno2o7g1bz9ipw0","MNT-000168",,"cmifyiwv305i02o7gj8pp6olr",,"PREVENTIVE","2025-09-09T12:04:40.731Z","2025-09-12T12:04:40.731Z","2025-09-13T06:04:40.731Z",18,17856313.63341872,"Maintenance CORRECTIVE 168","{""parts"":""Filter Oli"",""quantity"":4}","Dedi","COMPLETED",18,,"2025-11-26T12:04:40.989Z","2025-11-26T12:04:40.989Z"
"cmifyj25a0bnq2o7gehn09c1d","MNT-000169","cmifyiw6i04pe2o7gwxny95vc",,,"OVERHAUL","2025-09-13T12:04:40.731Z","2025-09-16T12:04:40.731Z",,,,"Maintenance CORRECTIVE 169",,"Rudi","SCHEDULED",0,,"2025-11-26T12:04:40.991Z","2025-11-26T12:04:40.991Z"
"cmifyj25c0bns2o7gxnh0gkqh","MNT-000170",,,"cmifyixfe05yq2o7grrf33a0b","PREVENTIVE",,"2025-09-07T12:04:40.731Z","2025-09-09T04:04:40.731Z",40,28497606.09657685,"Maintenance PREVENTIVE 170","{""parts"":""Ban"",""quantity"":1}","Budi","COMPLETED",40,,"2025-11-26T12:04:40.992Z","2025-11-26T12:04:40.992Z"
"cmifyj25d0bnu2o7gmmb3wsu5","MNT-000171","cmifyiw6l04pi2o7ggvvo3701",,,"PREDICTIVE","2025-09-22T12:04:40.731Z","2025-09-25T12:04:40.731Z",,,,"Maintenance CORRECTIVE 171",,"Budi","IN_PROGRESS",0,,"2025-11-26T12:04:40.993Z","2025-11-26T12:04:40.993Z"
"cmifyj25e0bnw2o7gbx9337v1","MNT-000172","cmifyiw6n04pk2o7gaan4q2f0",,,"PREDICTIVE","2025-10-01T12:04:40.731Z","2025-10-04T12:04:40.731Z",,,,"Maintenance PREVENTIVE 172",,"Dedi","SCHEDULED",0,,"2025-11-26T12:04:40.995Z","2025-11-26T12:04:40.995Z"
"cmifyj25g0bny2o7gazzpemox","MNT-000173","cmifyiw6p04pm2o7ghpu67qoy",,,"CORRECTIVE","2025-09-16T12:04:40.731Z","2025-09-19T12:04:40.731Z",,,,"Maintenance INSPECTION 173",,"Dedi","SCHEDULED",0,,"2025-11-26T12:04:40.996Z","2025-11-26T12:04:40.996Z"
"cmifyj25h0bo02o7g7fr8p7ve","MNT-000174",,,"cmifyixfi05yu2o7gcfu2xign","OVERHAUL",,"2025-09-30T12:04:40.731Z","2025-10-01T22:04:40.731Z",34,11224128.93311793,"Maintenance PREDICTIVE 174","{""parts"":""Ban"",""quantity"":2}","Dedi","COMPLETED",34,,"2025-11-26T12:04:40.997Z","2025-11-26T12:04:40.997Z"
"cmifyj25j0bo22o7g5a37uryd","MNT-000175","cmifyiw6s04pq2o7g224fmhyi",,,"PREVENTIVE","2025-08-28T12:04:40.731Z","2025-08-31T12:04:40.731Z",,,,"Maintenance INSPECTION 175",,"Budi","IN_PROGRESS",0,,"2025-11-26T12:04:40.999Z","2025-11-26T12:04:40.999Z"
"cmifyj25k0bo42o7gi9hzb0uy","MNT-000176",,"cmifyiwvc05i82o7g6kl20nmd",,"PREVENTIVE",,"2025-10-28T12:04:40.731Z","2025-10-28T23:04:40.731Z",11,31042764.52487654,"Maintenance INSPECTION 176","{""parts"":""Ban"",""quantity"":1}","Rudi","COMPLETED",11,,"2025-11-26T12:04:41.000Z","2025-11-26T12:04:41.000Z"
"cmifyj25m0bo62o7g4hkq1tgv","MNT-000177","cmifyiw6v04pu2o7glvo1966c",,,"INSPECTION","2025-10-15T12:04:40.731Z","2025-10-18T12:04:40.731Z","2025-10-20T07:04:40.731Z",43,5940022.504528104,"Maintenance PREDICTIVE 177","{""parts"":""Filter Oli"",""quantity"":2}","Dedi","COMPLETED",43,,"2025-11-26T12:04:41.002Z","2025-11-26T12:04:41.002Z"
"cmifyj25n0bo82o7g04urscx3","MNT-000178","cmifyiw6x04pw2o7gc4zm2zta",,,"PREDICTIVE","2025-09-11T12:04:40.731Z","2025-09-14T12:04:40.731Z",,,,"Maintenance OVERHAUL 178",,"Rudi","IN_PROGRESS",0,,"2025-11-26T12:04:41.004Z","2025-11-26T12:04:41.004Z"
"cmifyj25p0boa2o7gmba74ko7","MNT-000179",,"cmifyiwvh05ib2o7gil29quhg",,"PREDICTIVE","2025-09-05T12:04:40.731Z","2025-09-08T12:04:40.731Z","2025-09-09T11:04:40.731Z",23,54662615.73304582,"Maintenance INSPECTION 179","{""parts"":""Filter Oli"",""quantity"":4}","Budi","COMPLETED",23,,"2025-11-26T12:04:41.005Z","2025-11-26T12:04:41.005Z"
"cmifyj25r0boc2o7gopyusav5","MNT-000180",,"cmifyiwvi05ic2o7g9blrvos1",,"OVERHAUL","2025-09-22T12:04:40.731Z","2025-09-25T12:04:40.731Z",,,,"Maintenance CORRECTIVE 180",,"Dedi","IN_PROGRESS",0,,"2025-11-26T12:04:41.007Z","2025-11-26T12:04:41.007Z"
"cmifyj25s0boe2o7geoy3y5ow","MNT-000181","cmifyiw7104q22o7g0h5dhgpe",,,"PREDICTIVE","2025-11-16T12:04:40.731Z","2025-11-19T12:04:40.731Z",,,,"Maintenance CORRECTIVE 181",,"Agus","CANCELLED",0,,"2025-11-26T12:04:41.008Z","2025-11-26T12:04:41.008Z"
"cmifyj25u0bog2o7gr326rfu7","MNT-000182","cmifyiw7304q42o7gbn1ltlu4",,,"PREDICTIVE","2025-10-12T12:04:40.731Z","2025-10-15T12:04:40.731Z","2025-10-16T16:04:40.731Z",28,43961262.40911098,"Maintenance INSPECTION 182","{""parts"":""Ban"",""quantity"":1}","Budi","COMPLETED",28,,"2025-11-26T12:04:41.010Z","2025-11-26T12:04:41.010Z"
"cmifyj25v0boi2o7gic5vi7wc","MNT-000183",,"cmifyiwvm05if2o7gftf27f0p",,"OVERHAUL","2025-10-19T12:04:40.731Z","2025-10-22T12:04:40.731Z",,,,"Maintenance CORRECTIVE 183",,"Rudi","CANCELLED",0,,"2025-11-26T12:04:41.011Z","2025-11-26T12:04:41.011Z"
"cmifyj25w0bok2o7g8l0cy9uz","MNT-000184","cmifyiw7604q82o7gfdtjjint",,,"INSPECTION","2025-10-30T12:04:40.731Z","2025-11-02T12:04:40.731Z",,,,"Maintenance CORRECTIVE 184",,"Dedi","IN_PROGRESS",0,,"2025-11-26T12:04:41.013Z","2025-11-26T12:04:41.013Z"
"cmifyj25y0bom2o7gys298ki1","MNT-000185",,,"cmifyixfu05z52o7gjauc4wrk","OVERHAUL","2025-10-31T12:04:40.731Z","2025-11-03T12:04:40.731Z",,,,"Maintenance PREVENTIVE 185",,"Budi","SCHEDULED",0,,"2025-11-26T12:04:41.014Z","2025-11-26T12:04:41.014Z"
"cmifyj25z0boo2o7go3b07xum","MNT-000186","cmifyiw7904qc2o7ge7ayy8e6",,,"PREDICTIVE","2025-09-21T12:04:40.731Z","2025-09-24T12:04:40.731Z",,,,"Maintenance PREVENTIVE 186",,"Budi","SCHEDULED",0,,"2025-11-26T12:04:41.016Z","2025-11-26T12:04:41.016Z"
"cmifyj2610boq2o7gl19hpswm","MNT-000187",,"cmifyiwvq05ij2o7gjl0pidwo",,"PREVENTIVE","2025-09-12T12:04:40.731Z","2025-09-15T12:04:40.731Z",,,,"Maintenance INSPECTION 187",,"Budi","CANCELLED",0,,"2025-11-26T12:04:41.017Z","2025-11-26T12:04:41.017Z"
"cmifyj2630bos2o7gq5z5goqj","MNT-000188",,,"cmifyixfx05z82o7g8x7g4ygw","PREVENTIVE",,"2025-09-29T12:04:40.731Z",,,,"Maintenance INSPECTION 188",,"Budi","CANCELLED",0,,"2025-11-26T12:04:41.019Z","2025-11-26T12:04:41.019Z"
"cmifyj2640bou2o7g12g61qes","MNT-000189",,,"cmifyixfy05z92o7gtkkpzorh","PREDICTIVE","2025-11-21T12:04:40.731Z","2025-11-24T12:04:40.731Z",,,,"Maintenance CORRECTIVE 189",,"Agus","CANCELLED",0,,"2025-11-26T12:04:41.021Z","2025-11-26T12:04:41.021Z"
"cmifyj2660bow2o7g9etp86r7","MNT-000190",,,"cmifyixfz05za2o7gtjcy4s0e","INSPECTION","2025-10-29T12:04:40.731Z","2025-11-01T12:04:40.731Z","2025-11-02T21:04:40.731Z",33,27806789.45523116,"Maintenance OVERHAUL 190","{""parts"":""Filter Oli"",""quantity"":2}","Agus","COMPLETED",33,,"2025-11-26T12:04:41.022Z","2025-11-26T12:04:41.022Z"
"cmifyj2670boy2o7guxqqpx9k","MNT-000191","cmifyiw7h04qm2o7gumz1jxym",,,"CORRECTIVE","2025-10-27T12:04:40.731Z","2025-10-30T12:04:40.731Z",,,,"Maintenance CORRECTIVE 191",,"Dedi","SCHEDULED",0,,"2025-11-26T12:04:41.024Z","2025-11-26T12:04:41.024Z"
"cmifyj2690bp02o7g14szl2l0","MNT-000192",,"cmifyiwvx05io2o7g9vxqce7c",,"PREVENTIVE","2025-09-26T12:04:40.731Z","2025-09-29T12:04:40.731Z",,,,"Maintenance INSPECTION 192",,"Dedi","SCHEDULED",0,,"2025-11-26T12:04:41.025Z","2025-11-26T12:04:41.025Z"
"cmifyj26a0bp22o7g7q90pczr","MNT-000193",,,"cmifyixg205zd2o7g603c9zsy","PREVENTIVE",,"2025-10-17T12:04:40.731Z","2025-10-19T03:04:40.731Z",39,19402952.67249223,"Maintenance CORRECTIVE 193","{""parts"":""Brake Pad"",""quantity"":2}","Agus","COMPLETED",39,,"2025-11-26T12:04:41.027Z","2025-11-26T12:04:41.027Z"
"cmifyj26c0bp42o7g5myq17qw","MNT-000194",,,"cmifyixg305ze2o7gt3f75j2e","PREDICTIVE","2025-10-27T12:04:40.731Z","2025-10-30T12:04:40.731Z",,,,"Maintenance PREVENTIVE 194",,"Budi","IN_PROGRESS",0,,"2025-11-26T12:04:41.028Z","2025-11-26T12:04:41.028Z"
"cmifyj26d0bp62o7g8n4zxp9w","MNT-000195",,"cmifyiww105ir2o7gas3g5do2",,"INSPECTION","2025-09-19T12:04:40.731Z","2025-09-22T12:04:40.731Z","2025-09-23T08:04:40.731Z",20,6789230.138649134,"Maintenance OVERHAUL 195","{""parts"":""Filter Oli"",""quantity"":2}","Budi","COMPLETED",20,,"2025-11-26T12:04:41.029Z","2025-11-26T12:04:41.029Z"
"cmifyj26f0bp82o7g50y66o1l","MNT-000196","cmifyiw7p04qw2o7gltc3290j",,,"INSPECTION",,"2025-10-07T12:04:40.731Z",,,,"Maintenance CORRECTIVE 196",,"Agus","SCHEDULED",0,,"2025-11-26T12:04:41.031Z","2025-11-26T12:04:41.031Z"
"cmifyj26g0bpa2o7gvbh9aoj8","MNT-000197",,"cmifyiww405it2o7g3m2257fe",,"PREVENTIVE","2025-09-29T12:04:40.731Z","2025-10-02T12:04:40.731Z","2025-10-03T11:04:40.731Z",23,32059843.75805773,"Maintenance OVERHAUL 197","{""parts"":""Ban"",""quantity"":4}","Rudi","COMPLETED",23,,"2025-11-26T12:04:41.032Z","2025-11-26T12:04:41.032Z"
"cmifyj26h0bpc2o7gdmc1fhyj","MNT-000198","cmifyiw7s04r02o7gbw1kf5ta",,,"OVERHAUL","2025-09-16T12:04:40.731Z","2025-09-19T12:04:40.731Z",,,,"Maintenance PREDICTIVE 198",,"Rudi","SCHEDULED",0,,"2025-11-26T12:04:41.034Z","2025-11-26T12:04:41.034Z"
"cmifyj26j0bpe2o7gzjtut4n8","MNT-000199","cmifyiw7u04r22o7gh0z3suh7",,,"PREVENTIVE","2025-10-02T12:04:40.731Z","2025-10-05T12:04:40.731Z","2025-10-06T12:04:40.731Z",24,25643598.70071653,"Maintenance PREVENTIVE 199","{""parts"":""Filter Oli"",""quantity"":2}","Rudi","COMPLETED",24,,"2025-11-26T12:04:41.035Z","2025-11-26T12:04:41.035Z"
"cmifyj26k0bpg2o7gmgaehhbp","MNT-000200",,,"cmifyixga05zk2o7gfufivm1t","INSPECTION","2025-09-10T12:04:40.731Z","2025-09-13T12:04:40.731Z","2025-09-15T00:04:40.731Z",36,30061224.20043598,"Maintenance PREVENTIVE 200","{""parts"":""Filter Oli"",""quantity"":1}","Rudi","COMPLETED",36,,"2025-11-26T12:04:41.037Z","2025-11-26T12:04:41.037Z"
"cmifyj26m0bpi2o7gt1j8utpf","MNT-000201",,"cmifyiww905ix2o7gwvguzgvu",,"PREDICTIVE","2025-10-11T12:04:40.731Z","2025-10-14T12:04:40.731Z",,,,"Maintenance CORRECTIVE 201",,"Rudi","CANCELLED",0,,"2025-11-26T12:04:41.038Z","2025-11-26T12:04:41.038Z"
"cmifyj26n0bpk2o7g0rc3pkon","MNT-000202",,"cmifyiwwb05iy2o7gsynytx0f",,"CORRECTIVE","2025-10-15T12:04:40.731Z","2025-10-18T12:04:40.731Z","2025-10-18T13:04:40.731Z",1,38847595.80686606,"Maintenance INSPECTION 202","{""parts"":""Filter Oli"",""quantity"":3}","Budi","COMPLETED",1,,"2025-11-26T12:04:41.040Z","2025-11-26T12:04:41.040Z"
"cmifyj26p0bpm2o7ghszgerxf","MNT-000203","cmifyiw8004ra2o7gmn56mno2",,,"OVERHAUL","2025-09-29T12:04:40.731Z","2025-10-02T12:04:40.731Z",,,,"Maintenance INSPECTION 203",,"Dedi","SCHEDULED",0,,"2025-11-26T12:04:41.041Z","2025-11-26T12:04:41.041Z"
"cmifyj26q0bpo2o7gy5huoph4","MNT-000204",,"cmifyiwwe05j02o7gkjpc0k4f",,"PREVENTIVE","2025-09-22T12:04:40.731Z","2025-09-25T12:04:40.731Z",,,,"Maintenance PREDICTIVE 204",,"Rudi","CANCELLED",0,,"2025-11-26T12:04:41.043Z","2025-11-26T12:04:41.043Z"
"cmifyj26s0bpq2o7gjpqcpvmy","MNT-000205",,"cmifyiwwf05j12o7gielq92wy",,"OVERHAUL","2025-09-23T12:04:40.731Z","2025-09-26T12:04:40.731Z",,,,"Maintenance OVERHAUL 205",,"Dedi","SCHEDULED",0,,"2025-11-26T12:04:41.044Z","2025-11-26T12:04:41.044Z"
"cmifyj26t0bps2o7gloq8latb","MNT-000206","cmifyiw8404rg2o7gcr8e4fc0",,,"OVERHAUL","2025-11-14T12:04:40.731Z","2025-11-17T12:04:40.731Z","2025-11-19T08:04:40.731Z",44,21509020.98983607,"Maintenance PREDICTIVE 206","{""parts"":""Brake Pad"",""quantity"":1}","Agus","COMPLETED",44,,"2025-11-26T12:04:41.045Z","2025-11-26T12:04:41.045Z"
"cmifyj26u0bpu2o7ghhkyxgs1","MNT-000207",,"cmifyiwwh05j32o7gbv32m1eo",,"CORRECTIVE","2025-09-10T12:04:40.731Z","2025-09-13T12:04:40.731Z",,,,"Maintenance PREDICTIVE 207",,"Agus","SCHEDULED",0,,"2025-11-26T12:04:41.047Z","2025-11-26T12:04:41.047Z"
"cmifyj26w0bpw2o7gwxg3elyy","MNT-000208",,"cmifyiwwj05j42o7gw9f8n1rq",,"PREDICTIVE",,"2025-10-18T12:04:40.731Z",,,,"Maintenance PREVENTIVE 208",,"Rudi","CANCELLED",0,,"2025-11-26T12:04:41.048Z","2025-11-26T12:04:41.048Z"
"cmifyj26x0bpy2o7gzfmw2oxr","MNT-000209",,,"cmifyixgj05zt2o7g0oimvksu","PREDICTIVE",,"2025-09-14T12:04:40.731Z",,,,"Maintenance PREDICTIVE 209",,"Budi","SCHEDULED",0,,"2025-11-26T12:04:41.049Z","2025-11-26T12:04:41.049Z"
"cmifyj26y0bq02o7gyggaxeu1","MNT-000210","cmifyiw8b04ro2o7g8eqonpw1",,,"OVERHAUL","2025-10-21T12:04:40.731Z","2025-10-24T12:04:40.731Z","2025-10-26T07:04:40.731Z",43,13830400.75467404,"Maintenance PREVENTIVE 210","{""parts"":""Filter Oli"",""quantity"":1}","Budi","COMPLETED",43,,"2025-11-26T12:04:41.051Z","2025-11-26T12:04:41.051Z"
"cmifyj2700bq22o7g61e61al0","MNT-000211",,,"cmifyixgl05zv2o7gfryr96l5","PREVENTIVE","2025-09-18T12:04:40.731Z","2025-09-21T12:04:40.731Z",,,,"Maintenance PREDICTIVE 211",,"Agus","SCHEDULED",0,,"2025-11-26T12:04:41.052Z","2025-11-26T12:04:41.052Z"
"cmifyj2710bq42o7g810lcyl4","MNT-000212",,"cmifyiwwo05j82o7g1pk084lw",,"PREDICTIVE","2025-11-05T12:04:40.731Z","2025-11-08T12:04:40.731Z",,,,"Maintenance PREDICTIVE 212",,"Agus","IN_PROGRESS",0,,"2025-11-26T12:04:41.054Z","2025-11-26T12:04:41.054Z"
"cmifyj2730bq62o7gmo6ldc2x","MNT-000213",,,"cmifyixgn05zx2o7gwn9n4q6r","PREDICTIVE","2025-11-18T12:04:40.731Z","2025-11-21T12:04:40.731Z","2025-11-21T17:04:40.731Z",5,37658763.02868541,"Maintenance INSPECTION 213","{""parts"":""Filter Oli"",""quantity"":3}","Rudi","COMPLETED",5,,"2025-11-26T12:04:41.055Z","2025-11-26T12:04:41.055Z"
"cmifyj2740bq82o7gaeqidveb","MNT-000214",,,"cmifyixgo05zy2o7gdrcc0etv","INSPECTION","2025-09-23T12:04:40.731Z","2025-09-26T12:04:40.731Z",,,,"Maintenance CORRECTIVE 214",,"Dedi","IN_PROGRESS",0,,"2025-11-26T12:04:41.057Z","2025-11-26T12:04:41.057Z"
"cmifyj2760bqa2o7gddxkwpel","MNT-000215","cmifyiw8i04ry2o7grgwadxuj",,,"INSPECTION","2025-10-26T12:04:40.731Z","2025-10-29T12:04:40.731Z",,,,"Maintenance OVERHAUL 215",,"Agus","IN_PROGRESS",0,,"2025-11-26T12:04:41.058Z","2025-11-26T12:04:41.058Z"
"cmifyj2770bqc2o7g3zjulpxn","MNT-000216","cmifyiw8k04s02o7gl5xn9pdv",,,"OVERHAUL","2025-10-25T12:04:40.731Z","2025-10-28T12:04:40.731Z",,,,"Maintenance PREVENTIVE 216",,"Budi","CANCELLED",0,,"2025-11-26T12:04:41.059Z","2025-11-26T12:04:41.059Z"
"cmifyj2780bqe2o7gkufczyif","MNT-000217","cmifyiw8l04s22o7g20q1k1ec",,,"INSPECTION","2025-09-01T12:04:40.731Z","2025-09-04T12:04:40.731Z",,,,"Maintenance CORRECTIVE 217",,"Dedi","IN_PROGRESS",0,,"2025-11-26T12:04:41.060Z","2025-11-26T12:04:41.060Z"
"cmifyj2790bqg2o7gvxtro5uy","MNT-000218",,"cmifyiwwx05je2o7gvxfoepby",,"OVERHAUL","2025-10-05T12:04:40.731Z","2025-10-08T12:04:40.731Z","2025-10-09T15:04:40.731Z",27,32425335.71903208,"Maintenance CORRECTIVE 218","{""parts"":""Brake Pad"",""quantity"":2}","Agus","COMPLETED",27,,"2025-11-26T12:04:41.062Z","2025-11-26T12:04:41.062Z"
"cmifyj27b0bqi2o7g0fgj673q","MNT-000219","cmifyiw8o04s62o7g8pxeh6zm",,,"CORRECTIVE","2025-10-17T12:04:40.731Z","2025-10-20T12:04:40.731Z","2025-10-21T09:04:40.731Z",21,49973184.93337731,"Maintenance CORRECTIVE 219","{""parts"":""Brake Pad"",""quantity"":4}","Rudi","COMPLETED",21,,"2025-11-26T12:04:41.063Z","2025-11-26T12:04:41.063Z"
"cmifyj27c0bqk2o7g087i3shd","MNT-000220","cmifyiw8q04s82o7g3c4sexh9",,,"PREDICTIVE","2025-09-08T12:04:40.731Z","2025-09-11T12:04:40.731Z",,,,"Maintenance INSPECTION 220",,"Rudi","CANCELLED",0,,"2025-11-26T12:04:41.065Z","2025-11-26T12:04:41.065Z"
"cmifyj27e0bqm2o7g8s1525og","MNT-000221",,,"cmifyixgv06052o7g23e0dqk4","CORRECTIVE","2025-10-06T12:04:40.731Z","2025-10-09T12:04:40.731Z",,,,"Maintenance PREDICTIVE 221",,"Budi","IN_PROGRESS",0,,"2025-11-26T12:04:41.066Z","2025-11-26T12:04:41.066Z"
"cmifyj27f0bqo2o7gdcfuf0zv","MNT-000222","cmifyiw8t04sc2o7geoh18r0i",,,"PREDICTIVE","2025-09-01T12:04:40.731Z","2025-09-04T12:04:40.731Z",,,,"Maintenance PREVENTIVE 222",,"Agus","SCHEDULED",0,,"2025-11-26T12:04:41.067Z","2025-11-26T12:04:41.067Z"
"cmifyj27g0bqq2o7gu6m53moh","MNT-000223",,"cmifyiwx405jj2o7gg8akig80",,"PREVENTIVE","2025-08-29T12:04:40.731Z","2025-09-01T12:04:40.731Z",,,,"Maintenance INSPECTION 223",,"Budi","SCHEDULED",0,,"2025-11-26T12:04:41.069Z","2025-11-26T12:04:41.069Z"
"cmifyj27i0bqs2o7gwbk2ye7f","MNT-000224","cmifyiw8w04sg2o7g38oxb660",,,"INSPECTION","2025-11-17T12:04:40.731Z","2025-11-20T12:04:40.731Z",,,,"Maintenance OVERHAUL 224",,"Agus","CANCELLED",0,,"2025-11-26T12:04:41.070Z","2025-11-26T12:04:41.070Z"
"cmifyj27j0bqu2o7gwdd3voxa","MNT-000225","cmifyiw8x04si2o7g4j06476q",,,"INSPECTION","2025-11-13T12:04:40.731Z","2025-11-16T12:04:40.731Z",,,,"Maintenance OVERHAUL 225",,"Budi","CANCELLED",0,,"2025-11-26T12:04:41.072Z","2025-11-26T12:04:41.072Z"
"cmifyj27l0bqw2o7gosvbllr7","MNT-000226","cmifyiw8z04sk2o7g6iscltac",,,"CORRECTIVE","2025-10-19T12:04:40.731Z","2025-10-22T12:04:40.731Z",,,,"Maintenance PREVENTIVE 226",,"Rudi","IN_PROGRESS",0,,"2025-11-26T12:04:41.073Z","2025-11-26T12:04:41.073Z"
"cmifyj27m0bqy2o7gvqk5m6yq","MNT-000227",,"cmifyiwxa05jn2o7gmj9zfqn4",,"PREVENTIVE","2025-09-14T12:04:40.731Z","2025-09-17T12:04:40.731Z","2025-09-18T10:04:40.731Z",22,37537657.18211893,"Maintenance INSPECTION 227","{""parts"":""Brake Pad"",""quantity"":2}","Dedi","COMPLETED",22,,"2025-11-26T12:04:41.075Z","2025-11-26T12:04:41.075Z"
"cmifyj27o0br02o7gjp4bpoim","MNT-000228","cmifyiw9204so2o7gq02lbga5",,,"PREVENTIVE","2025-11-10T12:04:40.731Z","2025-11-13T12:04:40.731Z",,,,"Maintenance CORRECTIVE 228",,"Agus","CANCELLED",0,,"2025-11-26T12:04:41.076Z","2025-11-26T12:04:41.076Z"
"cmifyj27p0br22o7g3g0meciw","MNT-000229",,"cmifyiwxc05jp2o7gagscn900",,"PREDICTIVE","2025-10-08T12:04:40.731Z","2025-10-11T12:04:40.731Z",,,,"Maintenance INSPECTION 229",,"Agus","CANCELLED",0,,"2025-11-26T12:04:41.077Z","2025-11-26T12:04:41.077Z"
"cmifyj27q0br42o7g3wimxrdk","MNT-000230",,"cmifyiwxe05jq2o7gvxrok59h",,"OVERHAUL",,"2025-08-29T12:04:40.731Z","2025-08-30T02:04:40.731Z",14,15748025.89023274,"Maintenance INSPECTION 230","{""parts"":""Brake Pad"",""quantity"":3}","Budi","COMPLETED",14,,"2025-11-26T12:04:41.079Z","2025-11-26T12:04:41.079Z"
"cmifyj27s0br62o7g2jw5tg53","MNT-000231",,"cmifyiwxf05jr2o7g7er26e2f",,"PREDICTIVE",,"2025-10-20T12:04:40.731Z",,,,"Maintenance INSPECTION 231",,"Dedi","IN_PROGRESS",0,,"2025-11-26T12:04:41.080Z","2025-11-26T12:04:41.080Z"
"cmifyj27t0br82o7g2yqj2v3s","MNT-000232",,"cmifyiwxg05js2o7gawldt4r9",,"OVERHAUL","2025-09-02T12:04:40.731Z","2025-09-05T12:04:40.731Z",,,,"Maintenance OVERHAUL 232",,"Agus","SCHEDULED",0,,"2025-11-26T12:04:41.082Z","2025-11-26T12:04:41.082Z"
