"id","recommendationType","scenario","recommendations","selectedStrategy","selectedStrategyId","implementedAt","implementedBy","results","profitActual","profitPredicted","variance","feedback","createdAt","updatedAt"
"cmifyj7oz0itk2o7g0r2o9nmp","OPERATIONAL","{""shift"":""SIANG"",""weather"":""SUNNY"",""truckAvailable"":8,""targetProduction"":7826}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",0,"STRAT-309","2025-11-08T18:46:47.969Z","cmifyisjn00192o7g0vln5dly","{""efficiency"":0.9230774264291728,""production"":3819}",19494074.63238668,18511601.37102655,5.307338039905324,"Good recommendation, implemented successfully","2025-11-26T12:04:48.179Z","2025-11-26T12:04:48.179Z"
"cmifyj7p00itm2o7g9oyne0nc","STRATEGIC","{""shift"":""SIANG"",""weather"":""SUNNY"",""truckAvailable"":13,""targetProduction"":3116}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",1,"STRAT-310","2025-11-02T05:43:55.920Z","cmifyisjo001a2o7g7nzyhgcl","{""efficiency"":0.8096594070779435,""production"":6401}",29362992.17034011,28842290.52359744,1.805340828658021,,"2025-11-26T12:04:48.181Z","2025-11-26T12:04:48.181Z"
"cmifyj7p20ito2o7geiy6u8kl","MAINTENANCE","{""shift"":""PAGI"",""weather"":""RAINY"",""truckAvailable"":16,""targetProduction"":7076}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,51464126.98540714,,,"2025-11-26T12:04:48.182Z","2025-11-26T12:04:48.182Z"
"cmifyj7p30itq2o7gkddnv8e2","MAINTENANCE","{""shift"":""SIANG"",""weather"":""CLOUDY"",""truckAvailable"":18,""targetProduction"":3333}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,17943965.4929444,,,"2025-11-26T12:04:48.184Z","2025-11-26T12:04:48.184Z"
"cmifyj7p50its2o7ge7n58wss","OPERATIONAL","{""shift"":""PAGI"",""weather"":""SUNNY"",""truckAvailable"":7,""targetProduction"":6382}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,27648467.86036498,,,"2025-11-26T12:04:48.185Z","2025-11-26T12:04:48.185Z"
"cmifyj7p60itu2o7g0inbg3wo","MAINTENANCE","{""shift"":""PAGI"",""weather"":""RAINY"",""truckAvailable"":15,""targetProduction"":6376}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",1,"STRAT-314","2025-10-24T00:48:23.922Z","cmifyisjt001e2o7g38gdwxxy","{""efficiency"":0.9310194952374409,""production"":6369}",5040878.615047194,5859804.839535682,-13.97531567883032,,"2025-11-26T12:04:48.186Z","2025-11-26T12:04:48.186Z"
"cmifyj7p80itw2o7gv6qoj477","OPERATIONAL","{""shift"":""SIANG"",""weather"":""RAINY"",""truckAvailable"":19,""targetProduction"":6017}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,5062422.085561442,,,"2025-11-26T12:04:48.188Z","2025-11-26T12:04:48.188Z"
"cmifyj7p90ity2o7gd187nbai","MAINTENANCE","{""shift"":""SIANG"",""weather"":""RAINY"",""truckAvailable"":12,""targetProduction"":5306}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,7596593.312217832,,,"2025-11-26T12:04:48.190Z","2025-11-26T12:04:48.190Z"
"cmifyj7pb0iu02o7gtcgbb6vw","OPERATIONAL","{""shift"":""PAGI"",""weather"":""CLOUDY"",""truckAvailable"":7,""targetProduction"":4964}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",2,"STRAT-317","2025-10-02T07:02:19.641Z","cmifyisjy001h2o7gklxxrgsc","{""efficiency"":0.822966441001345,""production"":7088}",37187910.63937825,33007785.46002057,12.66405825504621,,"2025-11-26T12:04:48.191Z","2025-11-26T12:04:48.191Z"
"cmifyj7pc0iu22o7gd9tu0x2g","STRATEGIC","{""shift"":""PAGI"",""weather"":""CLOUDY"",""truckAvailable"":11,""targetProduction"":3141}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",2,"STRAT-318","2025-10-09T17:46:54.018Z","cmifyisjz001i2o7gersk84oj","{""efficiency"":0.8224351996392584,""production"":3503}",19953282.05469459,17714714.13950168,12.63677131656991,"Good recommendation, implemented successfully","2025-11-26T12:04:48.192Z","2025-11-26T12:04:48.192Z"
"cmifyj7pe0iu42o7gqqz3z47i","OPERATIONAL","{""shift"":""SIANG"",""weather"":""CLOUDY"",""truckAvailable"":11,""targetProduction"":5161}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,46175104.94671213,,,"2025-11-26T12:04:48.194Z","2025-11-26T12:04:48.194Z"
"cmifyj7pf0iu62o7g4fhsbhgb","OPERATIONAL","{""shift"":""MALAM"",""weather"":""SUNNY"",""truckAvailable"":16,""targetProduction"":3749}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",1,"STRAT-320","2025-11-07T04:53:11.181Z","cmifyisk2001k2o7gtqsxaw40","{""efficiency"":0.9456721404766459,""production"":6915}",5831284.748897208,6677553.119968601,-12.67333042309624,"Good recommendation, implemented successfully","2025-11-26T12:04:48.195Z","2025-11-26T12:04:48.195Z"
"cmifyj7pg0iu82o7gmgvtdqsp","STRATEGIC","{""shift"":""PAGI"",""weather"":""CLOUDY"",""truckAvailable"":11,""targetProduction"":6627}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",1,"STRAT-321","2025-11-10T17:57:37.182Z","cmifyisk4001l2o7gouvg2op5","{""efficiency"":0.8920719083458961,""production"":7737}",13455043.14883417,12959572.5680236,3.823201561701929,,"2025-11-26T12:04:48.197Z","2025-11-26T12:04:48.197Z"
"cmifyj7pi0iua2o7ghohpvmzw","STRATEGIC","{""shift"":""PAGI"",""weather"":""RAINY"",""truckAvailable"":19,""targetProduction"":4795}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,7473009.798237113,,,"2025-11-26T12:04:48.198Z","2025-11-26T12:04:48.198Z"
"cmifyj7pj0iuc2o7gjigjf5ni","OPERATIONAL","{""shift"":""MALAM"",""weather"":""RAINY"",""truckAvailable"":15,""targetProduction"":5605}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",2,"STRAT-323","2025-11-05T13:18:13.342Z","cmifyisk7001n2o7g40ma65mw","{""efficiency"":0.8663630135173579,""production"":3219}",34497445.25020744,36408372.50392783,-5.248592898554397,"Good recommendation, implemented successfully","2025-11-26T12:04:48.199Z","2025-11-26T12:04:48.199Z"
"cmifyj7pl0iue2o7ghzflx7bl","STRATEGIC","{""shift"":""SIANG"",""weather"":""CLOUDY"",""truckAvailable"":15,""targetProduction"":7405}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,38392017.02635248,,,"2025-11-26T12:04:48.201Z","2025-11-26T12:04:48.201Z"
"cmifyj7pm0iug2o7gud9g3t5n","MAINTENANCE","{""shift"":""MALAM"",""weather"":""RAINY"",""truckAvailable"":16,""targetProduction"":5220}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,30873484.24172072,,,"2025-11-26T12:04:48.202Z","2025-11-26T12:04:48.202Z"
"cmifyj7po0iui2o7gjg9jn7jg","STRATEGIC","{""shift"":""MALAM"",""weather"":""RAINY"",""truckAvailable"":16,""targetProduction"":5657}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,25523257.5607092,,,"2025-11-26T12:04:48.204Z","2025-11-26T12:04:48.204Z"
"cmifyj7pp0iuk2o7gmedwa8jq","STRATEGIC","{""shift"":""PAGI"",""weather"":""CLOUDY"",""truckAvailable"":13,""targetProduction"":4867}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,44995969.66052272,,,"2025-11-26T12:04:48.205Z","2025-11-26T12:04:48.205Z"
"cmifyj7pq0ium2o7gnjd9ch98","OPERATIONAL","{""shift"":""MALAM"",""weather"":""CLOUDY"",""truckAvailable"":12,""targetProduction"":4540}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",1,"STRAT-328","2025-11-09T13:03:28.889Z","cmifyiske001s2o7gi1rqkspd","{""efficiency"":0.8561470197499342,""production"":3804}",15261748.07350776,16035941.52928042,-4.827864047515048,"Good recommendation, implemented successfully","2025-11-26T12:04:48.207Z","2025-11-26T12:04:48.207Z"
"cmifyj7ps0iuo2o7g07ewdrxn","OPERATIONAL","{""shift"":""MALAM"",""weather"":""CLOUDY"",""truckAvailable"":10,""targetProduction"":5404}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,17500298.14003977,,,"2025-11-26T12:04:48.208Z","2025-11-26T12:04:48.208Z"
"cmifyj7pt0iuq2o7gkdbz4mag","STRATEGIC","{""shift"":""PAGI"",""weather"":""CLOUDY"",""truckAvailable"":11,""targetProduction"":7512}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,16397666.97019115,,,"2025-11-26T12:04:48.210Z","2025-11-26T12:04:48.210Z"
"cmifyj7pv0ius2o7g7stt9p23","MAINTENANCE","{""shift"":""SIANG"",""weather"":""RAINY"",""truckAvailable"":7,""targetProduction"":4251}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",1,"STRAT-331","2025-10-06T19:06:50.661Z","cmifyishy00012o7g5f3sqd4j","{""efficiency"":0.9278657169521197,""production"":6528}",35487874.65235964,31613079.68301722,12.25693607897365,,"2025-11-26T12:04:48.211Z","2025-11-26T12:04:48.211Z"
"cmifyj7pw0iuu2o7gtckcyp42","OPERATIONAL","{""shift"":""MALAM"",""weather"":""SUNNY"",""truckAvailable"":10,""targetProduction"":4174}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",0,"STRAT-332","2025-11-14T12:30:48.700Z","cmifyisi000022o7gx8n20wsn","{""efficiency"":0.9245673940633902,""production"":5313}",34717898.00498465,31543470.03827471,10.06366123593283,,"2025-11-26T12:04:48.213Z","2025-11-26T12:04:48.213Z"
"cmifyj7py0iuw2o7gp9f0cjpp","STRATEGIC","{""shift"":""PAGI"",""weather"":""RAINY"",""truckAvailable"":14,""targetProduction"":5289}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,16270889.29192902,,,"2025-11-26T12:04:48.214Z","2025-11-26T12:04:48.214Z"
"cmifyj7pz0iuy2o7gg9ca7diz","OPERATIONAL","{""shift"":""SIANG"",""weather"":""SUNNY"",""truckAvailable"":14,""targetProduction"":7743}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,51094668.07291492,,,"2025-11-26T12:04:48.215Z","2025-11-26T12:04:48.215Z"
"cmifyj7q10iv02o7giqgbcov5","STRATEGIC","{""shift"":""PAGI"",""weather"":""CLOUDY"",""truckAvailable"":9,""targetProduction"":3976}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,54201410.22678116,,,"2025-11-26T12:04:48.217Z","2025-11-26T12:04:48.217Z"
"cmifyj7q20iv22o7gwx8mucox","MAINTENANCE","{""shift"":""PAGI"",""weather"":""CLOUDY"",""truckAvailable"":17,""targetProduction"":6398}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",0,"STRAT-336","2025-11-05T06:45:48.376Z","cmifyisi600062o7guk0scdkf","{""efficiency"":0.9213207937158129,""production"":4895}",47204323.17453139,49848474.40359369,-5.30437743721937,"Good recommendation, implemented successfully","2025-11-26T12:04:48.218Z","2025-11-26T12:04:48.218Z"
"cmifyj7q40iv42o7g7seiwk8h","MAINTENANCE","{""shift"":""MALAM"",""weather"":""CLOUDY"",""truckAvailable"":7,""targetProduction"":6481}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",2,"STRAT-337","2025-11-29T23:24:02.029Z","cmifyisi800072o7g25jhm63p","{""efficiency"":0.8608357437101616,""production"":7435}",19405021.22858224,22794953.67807901,-14.87141626770107,"Good recommendation, implemented successfully","2025-11-26T12:04:48.220Z","2025-11-26T12:04:48.220Z"
"cmifyj7q50iv62o7gid0gvgz6","MAINTENANCE","{""shift"":""PAGI"",""weather"":""RAINY"",""truckAvailable"":17,""targetProduction"":4929}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",2,"STRAT-338","2025-11-14T16:49:11.791Z","cmifyisi900082o7gsxp3c3z5","{""efficiency"":0.9329642359839462,""production"":4388}",5307547.336205373,6309740.522238456,-15.88327099190353,,"2025-11-26T12:04:48.222Z","2025-11-26T12:04:48.222Z"
"cmifyj7q70iv82o7g5183xsaj","OPERATIONAL","{""shift"":""SIANG"",""weather"":""RAINY"",""truckAvailable"":15,""targetProduction"":6226}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",2,"STRAT-339","2025-10-28T10:54:34.452Z","cmifyisia00092o7ggou2cuom","{""efficiency"":0.8082612690106102,""production"":5982}",32204848.42571194,39307616.56308824,-18.06969935706085,,"2025-11-26T12:04:48.223Z","2025-11-26T12:04:48.223Z"
"cmifyj7q80iva2o7gnctzgq6t","MAINTENANCE","{""shift"":""MALAM"",""weather"":""RAINY"",""truckAvailable"":13,""targetProduction"":4552}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,12408235.1515689,,,"2025-11-26T12:04:48.225Z","2025-11-26T12:04:48.225Z"
"cmifyj7qa0ivc2o7gs0w6zkyz","OPERATIONAL","{""shift"":""PAGI"",""weather"":""RAINY"",""truckAvailable"":10,""targetProduction"":4018}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",2,"STRAT-341","2025-10-16T07:02:43.949Z","cmifyisie000b2o7gbnk2lgj8","{""efficiency"":0.8719239601156396,""production"":4265}",11539053.45601826,13472558.22046208,-14.35143001651475,"Good recommendation, implemented successfully","2025-11-26T12:04:48.226Z","2025-11-26T12:04:48.226Z"
"cmifyj7qc0ive2o7gx9jjjlcb","OPERATIONAL","{""shift"":""SIANG"",""weather"":""SUNNY"",""truckAvailable"":17,""targetProduction"":4920}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",1,"STRAT-342","2025-11-04T15:07:37.845Z","cmifyisif000c2o7gpux040s1","{""efficiency"":0.8587088031098583,""production"":5715}",33998855.81504199,38899420.75163747,-12.59804090113396,,"2025-11-26T12:04:48.228Z","2025-11-26T12:04:48.228Z"
"cmifyj7qd0ivg2o7g4ox8bfpl","STRATEGIC","{""shift"":""PAGI"",""weather"":""SUNNY"",""truckAvailable"":12,""targetProduction"":3056}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,29961797.13535851,,,"2025-11-26T12:04:48.229Z","2025-11-26T12:04:48.229Z"
"cmifyj7qe0ivi2o7ge1p5ozeq","OPERATIONAL","{""shift"":""PAGI"",""weather"":""CLOUDY"",""truckAvailable"":18,""targetProduction"":7740}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",0,"STRAT-344","2025-10-04T21:53:01.198Z","cmifyisii000e2o7gnzolakgx","{""efficiency"":0.8382851071271423,""production"":3211}",21453361.7970936,24814183.8282077,-13.54395556340505,"Good recommendation, implemented successfully","2025-11-26T12:04:48.231Z","2025-11-26T12:04:48.231Z"
"cmifyj7qg0ivk2o7g2at83dtu","MAINTENANCE","{""shift"":""PAGI"",""weather"":""CLOUDY"",""truckAvailable"":13,""targetProduction"":3518}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",1,"STRAT-345","2025-11-16T22:32:26.201Z","cmifyisij000f2o7g82mzx62v","{""efficiency"":0.8805179626405206,""production"":6754}",13829868.43813,14052584.776896,-1.584878101089071,"Good recommendation, implemented successfully","2025-11-26T12:04:48.232Z","2025-11-26T12:04:48.232Z"
"cmifyj7qh0ivm2o7gug0jh96f","OPERATIONAL","{""shift"":""SIANG"",""weather"":""RAINY"",""truckAvailable"":16,""targetProduction"":6003}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",0,"STRAT-346","2025-09-29T16:23:32.185Z","cmifyisil000g2o7gfsdxas3h","{""efficiency"":0.9192710994300164,""production"":5849}",4551756.64498764,5432613.297778795,-16.21423437503468,,"2025-11-26T12:04:48.234Z","2025-11-26T12:04:48.234Z"
"cmifyj7qj0ivo2o7g1bwmwr1b","STRATEGIC","{""shift"":""MALAM"",""weather"":""RAINY"",""truckAvailable"":7,""targetProduction"":5208}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,51190629.95602261,,,"2025-11-26T12:04:48.235Z","2025-11-26T12:04:48.235Z"
"cmifyj7qk0ivq2o7g01woia0s","MAINTENANCE","{""shift"":""PAGI"",""weather"":""SUNNY"",""truckAvailable"":6,""targetProduction"":7432}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,13647132.08919635,,,"2025-11-26T12:04:48.237Z","2025-11-26T12:04:48.237Z"
"cmifyj7qm0ivs2o7g2d05cwsy","OPERATIONAL","{""shift"":""PAGI"",""weather"":""RAINY"",""truckAvailable"":12,""targetProduction"":4021}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",0,"STRAT-349","2025-11-23T00:26:13.755Z","cmifyisio000j2o7g3xdfr1jr","{""efficiency"":0.8891333682630711,""production"":6746}",18279635.6865761,19364450.45533404,-5.602094266812144,,"2025-11-26T12:04:48.238Z","2025-11-26T12:04:48.238Z"
"cmifyj7qo0ivu2o7g02ybab92","OPERATIONAL","{""shift"":""SIANG"",""weather"":""SUNNY"",""truckAvailable"":7,""targetProduction"":7153}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,34295358.07848981,,,"2025-11-26T12:04:48.240Z","2025-11-26T12:04:48.240Z"
"cmifyj7qp0ivw2o7ggtszpt67","OPERATIONAL","{""shift"":""MALAM"",""weather"":""RAINY"",""truckAvailable"":9,""targetProduction"":3426}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",0,"STRAT-351","2025-11-20T20:24:33.261Z","cmifyisir000l2o7g1gl1a47z","{""efficiency"":0.8556244808596126,""production"":7674}",21459116.26879599,21717999.84554144,-1.192023107959462,"Good recommendation, implemented successfully","2025-11-26T12:04:48.241Z","2025-11-26T12:04:48.241Z"
"cmifyj7qr0ivy2o7gi4heiyzz","MAINTENANCE","{""shift"":""MALAM"",""weather"":""RAINY"",""truckAvailable"":14,""targetProduction"":7565}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",1,"STRAT-352","2025-11-02T08:52:50.243Z","cmifyisis000m2o7g500r7bb4","{""efficiency"":0.86186249069431,""production"":5486}",36266802.75973839,32097869.25301686,12.98819393231123,,"2025-11-26T12:04:48.243Z","2025-11-26T12:04:48.243Z"
"cmifyj7qs0iw02o7g7ifg18ua","STRATEGIC","{""shift"":""SIANG"",""weather"":""RAINY"",""truckAvailable"":14,""targetProduction"":7025}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,47340800.41344383,,,"2025-11-26T12:04:48.244Z","2025-11-26T12:04:48.244Z"
"cmifyj7qu0iw22o7gyb4xib5h","OPERATIONAL","{""shift"":""SIANG"",""weather"":""CLOUDY"",""truckAvailable"":17,""targetProduction"":3489}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",1,"STRAT-354","2025-11-20T05:16:13.022Z","cmifyisiv000o2o7g34nc6ac7","{""efficiency"":0.9491394715992796,""production"":6556}",28162882.88561997,34617817.37308794,-18.64627806513899,"Good recommendation, implemented successfully","2025-11-26T12:04:48.246Z","2025-11-26T12:04:48.246Z"
"cmifyj7qv0iw42o7gbaazfyva","MAINTENANCE","{""shift"":""SIANG"",""weather"":""RAINY"",""truckAvailable"":8,""targetProduction"":7649}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",0,"STRAT-355","2025-11-09T03:31:17.360Z","cmifyisiw000p2o7gntjdpjoz","{""efficiency"":0.8849556057194264,""production"":4939}",9571998.759391805,11679349.45682001,-18.04339107430036,,"2025-11-26T12:04:48.248Z","2025-11-26T12:04:48.248Z"
"cmifyj7qx0iw62o7gh2mycfun","STRATEGIC","{""shift"":""MALAM"",""weather"":""SUNNY"",""truckAvailable"":18,""targetProduction"":6277}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",2,"STRAT-356","2025-11-24T20:57:35.545Z","cmifyisiy000q2o7g35ilcptt","{""efficiency"":0.925657081994107,""production"":7800}",7366588.665892377,6390957.092764689,15.26581322588158,,"2025-11-26T12:04:48.249Z","2025-11-26T12:04:48.249Z"
"cmifyj7qy0iw82o7gb5jlzbud","STRATEGIC","{""shift"":""PAGI"",""weather"":""CLOUDY"",""truckAvailable"":5,""targetProduction"":5702}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",1,"STRAT-357","2025-10-27T10:16:39.009Z","cmifyisiz000r2o7gkp2680xi","{""efficiency"":0.8293836406601124,""production"":7657}",36079819.15616813,40619483.12790244,-11.17607517909532,,"2025-11-26T12:04:48.250Z","2025-11-26T12:04:48.250Z"
"cmifyj7qz0iwa2o7g8e6i4tel","MAINTENANCE","{""shift"":""PAGI"",""weather"":""RAINY"",""truckAvailable"":17,""targetProduction"":4406}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",2,"STRAT-358","2025-11-04T08:13:37.451Z","cmifyisj0000s2o7g7m4mk3ta","{""efficiency"":0.8249143839515825,""production"":6597}",21763967.05326544,18235173.86196035,19.3515741501449,"Good recommendation, implemented successfully","2025-11-26T12:04:48.252Z","2025-11-26T12:04:48.252Z"
